Attendee_ID,Event_ID,Registration_Date,Event_Date,Event_Type,Location,Topic,Career_Stage,Geographic_Region,CAS_Credential_Status,First_Time_Attendee_Flag,Member_Status
A0550,E131,2022-07-28,2024-01-24,Workshop,Chicago,Topic 8,Mid-Career,North East,Non-Member,False,Non-Member
A0450,E095,2022-01-25,2022-06-03,Workshop,Miami,Topic 14,Student,International,Non-Member,False,Non-Member
A0756,E167,2023-08-29,2024-09-10,Annual Meeting,Miami,Topic 2,Mid-Career,Mid-West,Non-Member,True,Non-Member
A0541,E154,2022-10-21,2023-12-18,Seminar,New York,Topic 17,Student,West,Credentialed,False,Member
A0987,E115,2022-09-17,2023-11-30,Annual Meeting,Houston,Topic 12,Mid-Career,International,Non-Member,False,Non-Member
A0763,E122,2023-01-17,2024-01-03,Workshop,Chicago,Topic 15,Senior,Mid-West,Associate,True,Member
A0561,E121,2022-10-25,2024-07-23,Local Chapter Event,Chicago,Topic 5,Student,North East,Credentialed,False,Member
A0362,E077,2022-05-08,2024-02-24,Webinar,Online,Topic 9,Executive,North East,Associate,True,Member
A0197,E091,2022-02-02,2022-04-27,Annual Meeting,New York,Topic 12,Mid-Career,South,Non-Member,True,Non-Member
A0468,E064,2022-07-11,2024-03-11,Workshop,Houston,Topic 8,Entry-Level,West,Credentialed,False,Member
A0861,E163,2022-09-22,2023-03-23,Webinar,Online,Topic 6,Entry-Level,West,Non-Member,True,Non-Member
A0797,E095,2022-05-30,2022-06-03,Workshop,Miami,Topic 14,Mid-Career,North East,Non-Member,False,Non-Member
A0716,E011,2022-07-14,2023-08-24,Local Chapter Event,Chicago,Topic 9,Senior,North East,Non-Member,False,Non-Member
A0482,E131,2022-07-16,2024-01-24,Workshop,Chicago,Topic 8,Executive,West,Credentialed,False,Member
A0855,E153,2022-12-29,2023-04-02,Seminar,San Francisco,Topic 13,Entry-Level,Mid-West,Non-Member,False,Non-Member
A0651,E017,2022-01-24,2022-06-11,Workshop,Houston,Topic 14,Student,North East,Non-Member,True,Non-Member
A0440,E180,2022-01-03,2022-12-31,Annual Meeting,San Francisco,Topic 19,Mid-Career,South,Non-Member,True,Non-Member
A0772,E141,2022-08-25,2023-06-24,Annual Meeting,New York,Topic 4,Entry-Level,West,Associate,False,Member
A0128,E200,2023-06-28,2024-04-15,Workshop,New York,Topic 17,Student,Mid-West,Non-Member,False,Non-Member
A0502,E138,2022-08-23,2023-10-18,Webinar,Online,Topic 11,Entry-Level,South,Non-Member,True,Non-Member
A0714,E023,2022-05-29,2023-10-10,Annual Meeting,San Francisco,Topic 19,Entry-Level,Mid-West,Credentialed,True,Member
A0970,E029,2022-06-12,2023-11-15,Webinar,Online,Topic 3,Mid-Career,Mid-West,Non-Member,False,Non-Member
A0869,E084,2023-04-02,2023-07-29,Local Chapter Event,Chicago,Topic 17,Senior,International,Credentialed,True,Member
A0466,E191,2022-03-24,2022-11-11,Local Chapter Event,Miami,Topic 1,Mid-Career,Mid-West,Non-Member,True,Non-Member
A0856,E111,2023-02-16,2023-04-02,Webinar,Online,Topic 3,Executive,Mid-West,Associate,True,Member
A0012,E007,2022-07-12,2024-05-06,Seminar,San Francisco,Topic 10,Senior,West,Non-Member,False,Non-Member
A0762,E114,2022-02-21,2022-03-03,Workshop,New York,Topic 13,Mid-Career,South,Credentialed,True,Member
A0035,E193,2022-09-07,2022-12-16,Seminar,New York,Topic 3,Entry-Level,Mid-West,Non-Member,False,Non-Member
A0595,E025,2022-01-13,2022-10-16,Webinar,Online,Topic 10,Mid-Career,North East,Associate,False,Member
A0319,E077,2023-03-12,2024-02-24,Webinar,Online,Topic 9,Student,South,Associate,False,Member
A0838,E136,2022-02-09,2022-03-21,Workshop,San Francisco,Topic 5,Entry-Level,North East,Associate,True,Member
A0791,E068,2023-10-01,2024-03-08,Webinar,Online,Topic 15,Entry-Level,International,Credentialed,False,Member
A0175,E021,2023-08-02,2024-11-30,Seminar,Miami,Topic 1,Student,Mid-West,Associate,False,Member
A0443,E007,2022-05-26,2024-05-06,Seminar,San Francisco,Topic 10,Mid-Career,International,Credentialed,False,Member
A0340,E087,2022-01-03,2022-01-05,Workshop,Miami,Topic 15,Mid-Career,West,Associate,True,Member
A0929,E026,2022-03-05,2022-08-19,Webinar,Online,Topic 7,Entry-Level,International,Credentialed,True,Member
A0087,E041,2022-12-21,2023-03-18,Local Chapter Event,Chicago,Topic 3,Executive,Mid-West,Credentialed,True,Member
A0892,E079,2022-02-12,2024-01-29,Workshop,Chicago,Topic 13,Student,Mid-West,Non-Member,False,Non-Member
A0093,E185,2022-01-18,2022-03-27,Workshop,Houston,Topic 17,Senior,Mid-West,Associate,False,Member
A0956,E009,2023-04-10,2024-04-11,Workshop,Miami,Topic 19,Mid-Career,Mid-West,Associate,False,Member
A0804,E048,2022-04-30,2022-07-06,Seminar,Miami,Topic 3,Mid-Career,North East,Non-Member,True,Non-Member
A0221,E006,2022-12-11,2023-04-05,Webinar,Online,Topic 12,Executive,West,Non-Member,True,Non-Member
A0254,E191,2022-08-24,2022-11-11,Local Chapter Event,Miami,Topic 1,Mid-Career,North East,Associate,True,Member
A0986,E076,2023-08-08,2023-11-17,Annual Meeting,Chicago,Topic 10,Entry-Level,International,Associate,False,Member
A0747,E068,2022-04-26,2024-03-08,Webinar,Online,Topic 15,Mid-Career,West,Non-Member,False,Non-Member
A0313,E066,2022-11-03,2023-04-15,Seminar,Miami,Topic 19,Executive,North East,Credentialed,True,Member
A0526,E016,2022-02-12,2023-12-04,Webinar,Online,Topic 12,Student,North East,Non-Member,False,Non-Member
A0465,E110,2022-01-20,2023-02-17,Annual Meeting,New York,Topic 4,Mid-Career,International,Non-Member,True,Non-Member
A0066,E167,2023-02-08,2024-09-10,Annual Meeting,Miami,Topic 2,Student,West,Non-Member,True,Non-Member
A0912,E054,2022-03-27,2022-09-20,Webinar,Online,Topic 16,Student,Mid-West,Associate,False,Member
A0651,E039,2023-02-19,2023-12-11,Workshop,New York,Topic 5,Student,North East,Non-Member,False,Non-Member
A0429,E123,2022-03-03,2023-08-11,Webinar,Online,Topic 12,Mid-Career,North East,Non-Member,True,Non-Member
A0612,E051,2022-07-24,2024-07-17,Workshop,Chicago,Topic 8,Mid-Career,Mid-West,Associate,False,Member
A0258,E005,2022-06-30,2023-01-21,Seminar,Miami,Topic 1,Senior,West,Associate,True,Member
A0342,E133,2022-09-11,2024-10-21,Webinar,Online,Topic 17,Student,West,Non-Member,False,Non-Member
A0265,E093,2022-05-19,2024-03-12,Seminar,New York,Topic 8,Executive,South,Credentialed,True,Member
A0208,E125,2022-02-21,2022-06-19,Workshop,San Francisco,Topic 2,Entry-Level,South,Associate,True,Member
A0266,E134,2023-01-14,2024-04-03,Workshop,Miami,Topic 6,Entry-Level,International,Non-Member,True,Non-Member
A0454,E191,2022-07-07,2022-11-11,Local Chapter Event,Miami,Topic 1,Entry-Level,South,Non-Member,True,Non-Member
A0831,E111,2022-11-04,2023-04-02,Webinar,Online,Topic 3,Mid-Career,West,Credentialed,False,Member
A0099,E074,2023-08-06,2023-12-01,Local Chapter Event,Miami,Topic 1,Entry-Level,West,Non-Member,False,Non-Member
A0171,E110,2022-07-01,2023-02-17,Annual Meeting,New York,Topic 4,Senior,International,Credentialed,True,Member
A0019,E095,2022-03-23,2022-06-03,Workshop,Miami,Topic 14,Senior,Mid-West,Associate,False,Member
A0318,E099,2023-08-04,2024-03-12,Seminar,Chicago,Topic 19,Senior,International,Credentialed,False,Member
A0540,E018,2023-09-24,2024-03-26,Workshop,Houston,Topic 8,Student,South,Non-Member,False,Non-Member
A0892,E185,2022-01-09,2022-03-27,Workshop,Houston,Topic 17,Student,Mid-West,Non-Member,True,Non-Member
A0993,E051,2023-04-18,2024-07-17,Workshop,Chicago,Topic 8,Executive,Mid-West,Associate,False,Member
A0235,E083,2023-01-30,2023-12-28,Webinar,Online,Topic 19,Senior,West,Associate,False,Member
A0529,E189,2022-01-11,2024-01-18,Seminar,New York,Topic 5,Mid-Career,South,Associate,False,Member
A0886,E200,2023-02-21,2024-04-15,Workshop,New York,Topic 17,Student,Mid-West,Associate,False,Member
A0801,E018,2022-07-22,2024-03-26,Workshop,Houston,Topic 8,Mid-Career,International,Associate,True,Member
A0741,E090,2023-03-25,2023-10-19,Workshop,San Francisco,Topic 5,Student,Mid-West,Associate,True,Member
A0513,E063,2024-05-21,2024-08-14,Seminar,New York,Topic 4,Senior,North East,Associate,True,Member
A0677,E157,2022-08-01,2022-09-25,Webinar,Online,Topic 12,Entry-Level,Mid-West,Associate,True,Member
A0282,E112,2024-01-22,2024-09-04,Seminar,Miami,Topic 12,Mid-Career,West,Associate,False,Member
A0268,E149,2022-02-28,2022-04-15,Workshop,New York,Topic 16,Mid-Career,West,Credentialed,True,Member
A0059,E079,2023-01-26,2024-01-29,Workshop,Chicago,Topic 13,Senior,International,Associate,True,Member
A0180,E088,2022-05-02,2024-05-16,Webinar,Online,Topic 16,Senior,North East,Credentialed,False,Member
A0309,E059,2023-03-23,2023-09-20,Annual Meeting,Houston,Topic 6,Mid-Career,South,Credentialed,False,Member
A0184,E024,2022-11-15,2023-08-16,Webinar,Online,Topic 3,Student,South,Non-Member,True,Non-Member
A0566,E143,2022-10-21,2023-04-06,Webinar,Online,Topic 13,Mid-Career,West,Credentialed,False,Member
A0293,E131,2023-11-24,2024-01-24,Workshop,Chicago,Topic 8,Entry-Level,West,Credentialed,True,Member
A0983,E124,2024-01-05,2024-07-01,Seminar,Miami,Topic 8,Mid-Career,South,Associate,False,Member
A0786,E122,2022-06-04,2024-01-03,Workshop,Chicago,Topic 15,Entry-Level,Mid-West,Non-Member,True,Non-Member
A0447,E074,2022-12-24,2023-12-01,Local Chapter Event,Miami,Topic 1,Mid-Career,West,Credentialed,False,Member
A0868,E176,2022-07-04,2024-03-04,Webinar,Online,Topic 15,Mid-Career,North East,Associate,False,Member
A0095,E017,2022-04-08,2022-06-11,Workshop,Houston,Topic 14,Mid-Career,West,Non-Member,True,Non-Member
A0930,E173,2022-01-20,2023-08-27,Workshop,Miami,Topic 6,Senior,International,Associate,False,Member
A0743,E134,2022-05-20,2024-04-03,Workshop,Miami,Topic 6,Mid-Career,North East,Non-Member,False,Non-Member
A0637,E061,2022-01-14,2023-05-25,Local Chapter Event,New York,Topic 18,Mid-Career,International,Credentialed,True,Member
A0908,E085,2023-07-17,2023-11-13,Webinar,Online,Topic 11,Senior,International,Non-Member,True,Non-Member
A0764,E140,2023-07-21,2023-11-07,Workshop,Chicago,Topic 18,Senior,International,Credentialed,True,Member
A0898,E178,2022-05-18,2024-11-15,Local Chapter Event,New York,Topic 3,Senior,International,Credentialed,False,Member
A0190,E128,2024-10-26,2024-12-29,Webinar,Online,Topic 19,Entry-Level,South,Credentialed,False,Member
A0972,E001,2024-03-17,2024-05-10,Seminar,Miami,Topic 7,Student,West,Non-Member,False,Non-Member
A0243,E019,2023-09-20,2023-12-21,Webinar,Online,Topic 15,Student,West,Non-Member,False,Non-Member
A0707,E087,2022-01-03,2022-01-05,Workshop,Miami,Topic 15,Mid-Career,Mid-West,Credentialed,True,Member
A0666,E141,2022-11-20,2023-06-24,Annual Meeting,New York,Topic 4,Student,South,Associate,False,Member
A0122,E087,2022-01-02,2022-01-05,Workshop,Miami,Topic 15,Mid-Career,South,Associate,True,Member
A0475,E058,2022-12-14,2024-03-26,Webinar,Online,Topic 1,Student,West,Associate,False,Member
A0820,E126,2022-01-10,2022-01-29,Annual Meeting,San Francisco,Topic 8,Senior,Mid-West,Associate,True,Member
A0336,E152,2022-02-10,2023-11-08,Webinar,Online,Topic 19,Entry-Level,West,Credentialed,False,Member
A0398,E109,2023-12-03,2024-04-05,Webinar,Online,Topic 13,Executive,International,Credentialed,False,Member
A0511,E004,2022-01-18,2022-12-10,Webinar,Online,Topic 6,Senior,International,Associate,True,Member
A0882,E085,2023-09-12,2023-11-13,Webinar,Online,Topic 11,Senior,Mid-West,Non-Member,False,Non-Member
A0417,E031,2022-04-19,2024-10-25,Webinar,Online,Topic 14,Executive,West,Credentialed,False,Member
A0116,E073,2022-03-23,2022-10-07,Workshop,Miami,Topic 3,Executive,Mid-West,Associate,False,Member
A0780,E128,2022-08-24,2024-12-29,Webinar,Online,Topic 19,Entry-Level,West,Associate,False,Member
A0553,E181,2023-07-26,2024-10-27,Webinar,Online,Topic 14,Senior,Mid-West,Associate,False,Member
A0857,E192,2023-02-05,2023-10-24,Seminar,Houston,Topic 11,Mid-Career,South,Non-Member,True,Non-Member
A0948,E080,2022-08-02,2024-04-07,Workshop,New York,Topic 4,Senior,International,Credentialed,False,Member
A0900,E092,2022-12-15,2024-10-09,Annual Meeting,Chicago,Topic 1,Entry-Level,North East,Credentialed,False,Member
A0849,E142,2023-03-12,2023-05-17,Annual Meeting,New York,Topic 1,Student,South,Credentialed,False,Member
A0577,E052,2023-04-12,2023-10-03,Webinar,Online,Topic 18,Entry-Level,Mid-West,Credentialed,True,Member
A0099,E158,2022-05-20,2023-01-24,Annual Meeting,San Francisco,Topic 17,Entry-Level,West,Non-Member,False,Non-Member
A0795,E152,2022-03-14,2023-11-08,Webinar,Online,Topic 19,Entry-Level,South,Credentialed,False,Member
A0243,E018,2023-04-18,2024-03-26,Workshop,Houston,Topic 8,Student,West,Non-Member,False,Non-Member
A0371,E087,2022-01-03,2022-01-05,Workshop,Miami,Topic 15,Mid-Career,North East,Associate,True,Member
A0927,E092,2023-08-28,2024-10-09,Annual Meeting,Chicago,Topic 1,Senior,International,Non-Member,False,Non-Member
A0192,E077,2022-06-29,2024-02-24,Webinar,Online,Topic 9,Senior,International,Associate,False,Member
A0238,E135,2022-01-25,2022-02-27,Annual Meeting,Miami,Topic 15,Mid-Career,International,Credentialed,True,Member
A0019,E083,2022-04-23,2023-12-28,Webinar,Online,Topic 19,Senior,Mid-West,Associate,False,Member
A0763,E164,2022-08-10,2024-09-10,Local Chapter Event,Chicago,Topic 19,Senior,Mid-West,Associate,False,Member
A0920,E048,2022-07-01,2022-07-06,Seminar,Miami,Topic 3,Executive,Mid-West,Associate,False,Member
A0438,E170,2023-01-17,2024-06-18,Seminar,New York,Topic 3,Senior,International,Credentialed,False,Member
A0986,E014,2022-01-21,2022-02-04,Local Chapter Event,Houston,Topic 18,Entry-Level,International,Associate,True,Member
A0646,E135,2022-01-19,2022-02-27,Annual Meeting,Miami,Topic 15,Mid-Career,South,Associate,True,Member
A0983,E038,2022-02-14,2022-07-09,Seminar,New York,Topic 13,Mid-Career,South,Associate,False,Member
A0815,E035,2022-11-05,2023-06-25,Seminar,San Francisco,Topic 19,Student,North East,Non-Member,True,Non-Member
A0252,E008,2022-07-28,2023-12-01,Workshop,San Francisco,Topic 12,Entry-Level,Mid-West,Credentialed,True,Member
A0937,E131,2023-10-17,2024-01-24,Workshop,Chicago,Topic 8,Mid-Career,International,Associate,False,Member
A0764,E096,2023-09-28,2024-12-28,Annual Meeting,Houston,Topic 5,Senior,International,Credentialed,False,Member
A0589,E160,2022-07-25,2023-08-01,Webinar,Online,Topic 7,Student,North East,Associate,False,Member
A0767,E182,2022-01-09,2022-12-29,Workshop,Miami,Topic 18,Executive,Mid-West,Non-Member,True,Non-Member
A0409,E168,2022-01-29,2022-07-24,Seminar,San Francisco,Topic 16,Mid-Career,North East,Associate,True,Member
A0718,E131,2023-04-21,2024-01-24,Workshop,Chicago,Topic 8,Executive,West,Credentialed,True,Member
A0724,E062,2023-07-12,2024-05-27,Workshop,San Francisco,Topic 16,Senior,West,Associate,False,Member
A0617,E092,2023-12-03,2024-10-09,Annual Meeting,Chicago,Topic 1,Mid-Career,South,Associate,False,Member
A0044,E174,2022-06-26,2023-10-07,Workshop,Chicago,Topic 14,Senior,North East,Credentialed,False,Member
A0654,E193,2022-05-16,2022-12-16,Seminar,New York,Topic 3,Mid-Career,Mid-West,Associate,False,Member
A0719,E088,2022-09-01,2024-05-16,Webinar,Online,Topic 16,Senior,West,Credentialed,True,Member
A0567,E141,2022-02-26,2023-06-24,Annual Meeting,New York,Topic 4,Entry-Level,International,Non-Member,True,Non-Member
A0008,E173,2023-05-13,2023-08-27,Workshop,Miami,Topic 6,Mid-Career,South,Credentialed,False,Member
A0694,E014,2022-01-31,2022-02-04,Local Chapter Event,Houston,Topic 18,Executive,North East,Non-Member,True,Non-Member
A0309,E127,2022-12-03,2023-05-15,Seminar,New York,Topic 13,Mid-Career,South,Credentialed,True,Member
A0115,E134,2022-10-28,2024-04-03,Workshop,Miami,Topic 6,Mid-Career,South,Non-Member,True,Non-Member
A0018,E016,2022-08-21,2023-12-04,Webinar,Online,Topic 12,Mid-Career,North East,Credentialed,True,Member
A0955,E093,2022-10-06,2024-03-12,Seminar,New York,Topic 8,Executive,West,Non-Member,False,Non-Member
A0353,E047,2022-02-15,2022-07-17,Workshop,New York,Topic 9,Entry-Level,North East,Credentialed,True,Member
A0077,E009,2023-11-08,2024-04-11,Workshop,Miami,Topic 19,Senior,North East,Non-Member,False,Non-Member
A0525,E091,2022-03-13,2022-04-27,Annual Meeting,New York,Topic 12,Student,North East,Credentialed,True,Member
A0757,E126,2022-01-21,2022-01-29,Annual Meeting,San Francisco,Topic 8,Entry-Level,Mid-West,Associate,True,Member
A0674,E068,2023-11-05,2024-03-08,Webinar,Online,Topic 15,Mid-Career,North East,Associate,False,Member
A0391,E193,2022-11-04,2022-12-16,Seminar,New York,Topic 3,Student,North East,Associate,True,Member
A0847,E095,2022-05-04,2022-06-03,Workshop,Miami,Topic 14,Mid-Career,South,Credentialed,True,Member
A0572,E150,2022-12-04,2024-04-02,Local Chapter Event,New York,Topic 5,Entry-Level,North East,Associate,False,Member
A0341,E051,2024-04-19,2024-07-17,Workshop,Chicago,Topic 8,Entry-Level,West,Non-Member,True,Non-Member
A0170,E039,2023-07-15,2023-12-11,Workshop,New York,Topic 5,Executive,Mid-West,Non-Member,True,Non-Member
A0381,E057,2024-07-05,2024-11-26,Local Chapter Event,New York,Topic 9,Mid-Career,International,Non-Member,False,Non-Member
A0119,E037,2022-01-27,2024-03-06,Webinar,Online,Topic 12,Entry-Level,Mid-West,Associate,True,Member
A0490,E008,2023-06-01,2023-12-01,Workshop,San Francisco,Topic 12,Entry-Level,Mid-West,Associate,True,Member
A0533,E159,2022-01-26,2023-09-16,Workshop,Miami,Topic 14,Senior,South,Associate,True,Member
A0425,E037,2023-03-08,2024-03-06,Webinar,Online,Topic 12,Entry-Level,South,Credentialed,False,Member
A0604,E061,2022-02-23,2023-05-25,Local Chapter Event,New York,Topic 18,Entry-Level,International,Non-Member,False,Non-Member
A0596,E034,2023-02-13,2023-04-30,Seminar,Miami,Topic 15,Senior,West,Associate,True,Member
A0232,E007,2022-02-22,2024-05-06,Seminar,San Francisco,Topic 10,Student,South,Associate,False,Member
A0655,E174,2022-08-10,2023-10-07,Workshop,Chicago,Topic 14,Mid-Career,South,Non-Member,False,Non-Member
A0428,E143,2022-12-30,2023-04-06,Webinar,Online,Topic 13,Mid-Career,International,Credentialed,False,Member
A0382,E049,2022-01-15,2023-10-22,Workshop,Houston,Topic 19,Student,International,Credentialed,False,Member
A0298,E015,2023-12-10,2024-10-22,Workshop,Chicago,Topic 4,Entry-Level,South,Credentialed,True,Member
A0027,E093,2022-02-22,2024-03-12,Seminar,New York,Topic 8,Senior,South,Non-Member,False,Non-Member
A0319,E181,2024-05-25,2024-10-27,Webinar,Online,Topic 14,Student,South,Associate,False,Member
A0645,E080,2022-09-13,2024-04-07,Workshop,New York,Topic 4,Senior,Mid-West,Associate,False,Member
A0514,E195,2023-12-12,2024-07-08,Seminar,Chicago,Topic 11,Executive,International,Non-Member,True,Non-Member
A0299,E082,2023-01-29,2023-04-16,Annual Meeting,Chicago,Topic 2,Entry-Level,International,Credentialed,True,Member
A0212,E156,2022-03-25,2022-06-03,Workshop,San Francisco,Topic 18,Mid-Career,Mid-West,Credentialed,True,Member
A0105,E105,2022-09-17,2024-12-02,Seminar,Miami,Topic 12,Mid-Career,North East,Credentialed,False,Member
A0955,E045,2022-06-15,2023-12-31,Local Chapter Event,Houston,Topic 11,Executive,West,Non-Member,False,Non-Member
A0193,E009,2022-03-07,2024-04-11,Workshop,Miami,Topic 19,Entry-Level,North East,Associate,False,Member
A0387,E026,2022-01-27,2022-08-19,Webinar,Online,Topic 7,Student,Mid-West,Credentialed,False,Member
A0320,E150,2022-04-16,2024-04-02,Local Chapter Event,New York,Topic 5,Mid-Career,Mid-West,Credentialed,False,Member
A0696,E074,2022-02-17,2023-12-01,Local Chapter Event,Miami,Topic 1,Mid-Career,North East,Credentialed,True,Member
A0599,E053,2022-01-03,2022-05-31,Workshop,Chicago,Topic 3,Mid-Career,South,Associate,True,Member
A0314,E147,2022-03-14,2022-05-26,Local Chapter Event,New York,Topic 11,Senior,Mid-West,Non-Member,False,Non-Member
A0486,E140,2022-01-30,2023-11-07,Workshop,Chicago,Topic 18,Entry-Level,West,Non-Member,False,Non-Member
A0107,E185,2022-01-19,2022-03-27,Workshop,Houston,Topic 17,Mid-Career,North East,Credentialed,False,Member
